No,Time,Signal,Current
3086,123.48,1704,36.18
3087,123.52,1706,36.18
3088,123.56,1709,36.18
3089,123.6,1713,36.18
3090,123.64,1717,36.18
3091,123.68,1723,36.18
3092,123.72,1731,36.18
3093,123.76,1735,36.18
3094,123.8,1741,36.18
3095,123.84,1746,36.18
3096,123.88,1752,36.18
3097,123.92,1757,36.18
3098,123.96,1761,36.18
3099,124,1763,36.18
3100,124.04,1769,36.18
3101,124.08,1772,36.18
3102,124.12,1772,36.18
3103,124.16,1775,36.18
3104,124.2,1778,36.18
3105,124.24,1778,36.18
3106,124.28,1781,36.18
3107,124.32,1784,36.18
3108,124.36,1788,36.18
3109,124.4,1792,36.18
3110,124.44,1794,36.18
3111,124.48,1792,36.18
3112,124.52,1792,36.18
3113,124.56,1794,36.18
3114,124.6,1791,36.18
3115,124.64,1783,36.18
3116,124.68,1780,36.18
3117,124.72,1778,36.18
3118,124.76,1775,36.18
3119,124.8,1771,36.18
3120,124.84,1767,36.18
3121,124.88,1766,36.18
3122,124.92,1762,36.18
3123,124.96,1755,36.18
3124,125,1750,36.18
3125,125.04,1747,36.18
3126,125.08,1744,36.18
3127,125.12,1741,36.18
3128,125.16,1735,36.18
3129,125.2,1728,36.18
3130,125.24,1726,36.18
3131,125.28,1724,36.18
3132,125.32,1720,36.18
3133,125.36,1713,36.18
3134,125.4,1707,36.18
3135,125.44,1701,36.18
3136,125.48,1699,36.18
3137,125.52,1697,36.18
3138,125.56,1696,36.18
3139,125.6,1691,36.18
3140,125.64,1683,36.18
3141,125.68,1681,36.18
3142,125.72,1682,36.18
3143,125.76,1682,36.18
3144,125.8,1679,36.18
3145,125.84,1677,36.18
3146,125.88,1676,36.18
3147,125.92,1672,36.18
3148,125.96,1667,36.18
3149,126,1665,36.18
3150,126.04,1661,36.18
3151,126.08,1662,36.18
3152,126.12,1663,36.18
3153,126.16,1663,36.18
3154,126.2,1664,36.18
3155,126.24,1665,36.18
3156,126.28,1665,36.18
3157,126.32,1664,36.18
3158,126.36,1664,36.18
3159,126.4,1661,36.18
3160,126.44,1658,36.18
3161,126.48,1657,36.18
3162,126.52,1656,36.19
3163,126.56,1656,36.18
3164,126.6,1655,36.18
3165,126.64,1655,36.19
3166,126.68,1659,36.19
3167,126.72,1660,36.18
3168,126.76,1657,36.18
3169,126.8,1653,36.19
3170,126.84,1653,36.19
3171,126.88,1655,36.18
3172,126.92,1659,36.18
3173,126.96,1663,36.18
3174,127,1665,36.19
3175,127.04,1666,36.18
3176,127.08,1667,36.19
3177,127.12,1670,36.19
3178,127.16,1674,36.18
3179,127.2,1677,36.19
3180,127.24,1680,36.19
3181,127.28,1684,36.19
3182,127.32,1690,36.19
3183,127.36,1694,36.18
3184,127.4,1697,36.19
3185,127.44,1706,36.19
3186,127.48,1713,36.19
3187,127.52,1718,36.19
3188,127.56,1724,36.19
3189,127.6,1728,36.19
3190,127.64,1728,36.2
3191,127.68,1730,36.19
3192,127.72,1734,36.19
3193,127.76,1735,36.19
3194,127.8,1741,36.19
3195,127.84,1747,36.19
3196,127.88,1746,36.19
3197,127.92,1742,36.19
3198,127.96,1741,36.19
3199,128,1743,36.19
3200,128.04,1742,36.19
3201,128.08,1736,36.19
3202,128.12,1734,36.2
3203,128.16,1734,36.2
3204,128.2,1733,36.19
3205,128.24,1732,36.19
3206,128.28,1733,36.19
3207,128.32,1730,36.19
3208,128.36,1727,36.19
3209,128.4,1727,36.19
3210,128.44,1723,36.19
3211,128.48,1721,36.2
3212,128.52,1724,36.19
3213,128.56,1730,36.2
3214,128.6,1734,36.19
3215,128.64,1734,36.21
3216,128.68,1732,36.2
3217,128.72,1735,36.21
3218,128.76,1740,36.21
3219,128.8,1743,36.2
3220,128.84,1745,36.2
3221,128.88,1751,36.2
3222,128.92,1757,36.2
3223,128.96,1763,36.21
3224,129,1769,36.21
3225,129.04,1773,36.21
3226,129.08,1775,36.21
3227,129.12,1777,36.21
3228,129.16,1778,36.21
3229,129.2,1780,36.21
3230,129.24,1782,36.22
3231,129.28,1785,36.22
3232,129.32,1787,36.22
3233,129.36,1787,36.21
3234,129.4,1784,36.23
3235,129.44,1783,36.22
3236,129.48,1782,36.22
3237,129.52,1779,36.21
3238,129.56,1775,36.21
3239,129.6,1773,36.22
3240,129.64,1775,36.22
3241,129.68,1775,36.22
3242,129.72,1771,36.22
3243,129.76,1765,36.22
3244,129.8,1760,36.22
3245,129.84,1757,36.22
3246,129.88,1756,36.22
3247,129.92,1756,36.22
3248,129.96,1759,36.22
3249,130,1761,36.22
3250,130.04,1755,36.22
3251,130.08,1748,36.23
3252,130.12,1747,36.24
3253,130.16,1748,36.23
3254,130.2,1748,36.22
3255,130.24,1745,36.24
3256,130.28,1744,36.23
3257,130.32,1741,36.24
3258,130.36,1737,36.24
3259,130.4,1733,36.24
3260,130.44,1728,36.24
3261,130.48,1725,36.23
3262,130.52,1723,36.24
3263,130.56,1721,36.24
3264,130.6,1718,36.25
3265,130.64,1715,36.25
3266,130.68,1713,36.25
3267,130.72,1711,36.25
3268,130.76,1709,36.25
3269,130.8,1707,36.25
3270,130.84,1707,36.25
3271,130.88,1711,36.26
3272,130.92,1715,36.26
3273,130.96,1716,36.25
3274,131,1716,36.27
3275,131.04,1716,36.26
3276,131.08,1713,36.24
3277,131.12,1706,36.25
3278,131.16,1704,36.26
3279,131.2,1705,36.27
3280,131.24,1705,36.26
3281,131.28,1703,36.26
3282,131.32,1702,36.27
3283,131.36,1701,36.28
3284,131.4,1701,36.27
3285,131.44,1700,36.28
3286,131.48,1696,36.28
3287,131.52,1695,36.28
3288,131.56,1699,36.27
3289,131.6,1704,36.28
3290,131.64,1705,36.28
3291,131.68,1703,36.27
3292,131.72,1704,36.28
3293,131.76,1707,36.27
3294,131.8,1711,36.28
3295,131.84,1716,36.27
3296,131.88,1719,36.27
3297,131.92,1721,36.27
3298,131.96,1725,36.29
3299,132,1730,36.29
3300,132.04,1737,36.29
3301,132.08,1744,36.3
3302,132.12,1749,36.28
3303,132.16,1756,36.28
3304,132.2,1766,36.27
3305,132.24,1773,36.29
3306,132.28,1781,36.3
3307,132.32,1788,36.29
3308,132.36,1794,36.3
3309,132.4,1799,36.31
3310,132.44,1806,36.31
3311,132.48,1811,36.29
3312,132.52,1815,36.29
3313,132.56,1823,36.3
3314,132.6,1829,36.31
3315,132.64,1829,36.31
3316,132.68,1831,36.31
3317,132.72,1832,36.32
3318,132.76,1833,36.3
3319,132.8,1834,36.31
3320,132.84,1832,36.31
3321,132.88,1831,36.32
3322,132.92,1828,36.32
3323,132.96,1827,36.31
3324,133,1820,36.33
3325,133.04,1813,36.33
3326,133.08,1810,36.32
3327,133.12,1804,36.33
3328,133.16,1797,36.32
3329,133.2,1790,36.32
3330,133.24,1785,36.33
3331,133.28,1781,36.33
3332,133.32,1775,36.33
3333,133.36,1769,36.33
3334,133.4,1767,36.33
3335,133.44,1766,36.33
3336,133.48,1762,36.33
3337,133.52,1758,36.33
3338,133.56,1757,36.33
3339,133.6,1754,36.33
3340,133.64,1745,36.33
3341,133.68,1738,36.33
3342,133.72,1736,36.33
3343,133.76,1734,36.33
3344,133.8,1732,36.33
3345,133.84,1730,36.33
3346,133.88,1726,36.34
3347,133.92,1722,36.32
3348,133.96,1721,36.33
3349,134,1724,36.33
3350,134.04,1724,36.33
3351,134.08,1721,36.34
3352,134.12,1719,36.33
3353,134.16,1721,36.34
3354,134.2,1727,36.33
3355,134.24,1733,36.33
3356,134.28,1734,36.34
3357,134.32,1732,36.33
3358,134.36,1732,36.33
3359,134.4,1730,36.34
3360,134.44,1731,36.33
3361,134.48,1735,36.33
3362,134.52,1739,36.34
3363,134.56,1747,36.34
3364,134.6,1750,36.34
3365,134.64,1748,36.34
3366,134.68,1746,36.34
3367,134.72,1746,36.34
3368,134.76,1747,36.34
3369,134.8,1751,36.34
3370,134.84,1755,36.34
3371,134.88,1762,36.34
3372,134.92,1766,36.34
3373,134.96,1770,36.34
3374,135,1773,36.34
3375,135.04,1775,36.34
3376,135.08,1782,36.34
3377,135.12,1787,36.34
3378,135.16,1786,36.34
3379,135.2,1785,36.34
3380,135.24,1788,36.34
3381,135.28,1792,36.34
3382,135.32,1795,36.34
3383,135.36,1795,36.34
3384,135.4,1795,36.34
3385,135.44,1798,36.34
3386,135.48,1802,36.34
3387,135.52,1803,36.34
3388,135.56,1804,36.34
3389,135.6,1803,36.34
3390,135.64,1800,36.34
3391,135.68,1799,36.34
3392,135.72,1799,36.34
3393,135.76,1799,36.34
3394,135.8,1793,36.34
3395,135.84,1791,36.34
3396,135.88,1794,36.34
3397,135.92,1795,36.34
3398,135.96,1797,36.34
3399,136,1799,36.34
3400,136.04,1799,36.34
3401,136.08,1804,36.34
3402,136.12,1810,36.34
3403,136.16,1812,36.34
3404,136.2,1813,36.34
3405,136.24,1816,36.34
3406,136.28,1820,36.34
3407,136.32,1826,36.34
3408,136.36,1835,36.34
3409,136.4,1839,36.34
3410,136.44,1845,36.34
3411,136.48,1852,36.34
3412,136.52,1858,36.34
3413,136.56,1869,36.34
3414,136.6,1875,36.34
3415,136.64,1877,36.34
3416,136.68,1884,36.34
3417,136.72,1896,36.34
3418,136.76,1902,36.34
3419,136.8,1908,36.34
3420,136.84,1911,36.34
3421,136.88,1912,36.34
3422,136.92,1915,36.34
3423,136.96,1922,36.34
3424,137,1927,36.34
3425,137.04,1929,36.34
3426,137.08,1930,36.34
3427,137.12,1929,36.34
3428,137.16,1928,36.34
3429,137.2,1934,36.34
3430,137.24,1946,36.34
3431,137.28,1954,36.34
3432,137.32,1961,36.34
3433,137.36,1969,36.34
3434,137.4,1977,36.34
3435,137.44,1987,36.34
3436,137.48,1994,36.34
3437,137.52,2000,36.34
3438,137.56,2012,36.34
3439,137.6,2023,36.34
3440,137.64,2032,36.34
3441,137.68,2044,36.34
3442,137.72,2055,36.34
3443,137.76,2063,36.34
3444,137.8,2071,36.34
3445,137.84,2083,36.34
3446,137.88,2095,36.34
3447,137.92,2106,36.34
3448,137.96,2115,36.34
3449,138,2124,36.34
3450,138.04,2131,36.34
3451,138.08,2138,36.34
3452,138.12,2146,36.34
3453,138.16,2152,36.34
3454,138.2,2159,36.34
3455,138.24,2166,36.34
3456,138.28,2175,36.34
3457,138.32,2180,36.34
3458,138.36,2181,36.34
3459,138.4,2183,36.34
3460,138.44,2184,36.34
3461,138.48,2187,36.34
3462,138.52,2194,36.34
3463,138.56,2199,36.34
3464,138.6,2205,36.34
3465,138.64,2209,36.34
3466,138.68,2212,36.34
3467,138.72,2218,36.34
3468,138.76,2227,36.34
3469,138.8,2233,36.34
3470,138.84,2234,36.34
3471,138.88,2232,36.34
3472,138.92,2234,36.34
3473,138.96,2240,36.34
3474,139,2247,36.34
3475,139.04,2254,36.34
3476,139.08,2262,36.34
3477,139.12,2270,36.34
3478,139.16,2275,36.34
3479,139.2,2281,36.34
3480,139.24,2287,36.34
3481,139.28,2293,36.34
3482,139.32,2297,36.34
3483,139.36,2301,36.34
3484,139.4,2308,36.34
3485,139.44,2310,36.34
3486,139.48,2308,36.34
3487,139.52,2309,36.34
3488,139.56,2315,36.34
3489,139.6,2320,36.34
3490,139.64,2317,36.34
3491,139.68,2314,36.34
3492,139.72,2313,36.34
3493,139.76,2314,36.34
3494,139.8,2311,36.34
3495,139.84,2314,36.34
3496,139.88,2324,36.34
3497,139.92,2340,36.34
3498,139.96,2352,36.34
3499,140,2358,36.34
3500,140.04,2369,36.34
3501,140.08,2389,36.34
3502,140.12,2411,36.34
3503,140.16,2436,36.34
3504,140.2,2468,36.34
3505,140.24,2503,36.34
3506,140.28,2538,36.34
3507,140.32,2574,36.34
3508,140.36,2611,36.34
3509,140.4,2646,36.34
3510,140.44,2680,36.34
3511,140.48,2709,36.34
3512,140.52,2736,36.34
3513,140.56,2763,36.34
3514,140.6,2788,36.34
3515,140.64,2804,36.34
3516,140.68,2815,36.34
3517,140.72,2821,36.34
3518,140.76,2823,36.34
3519,140.8,2824,36.34
3520,140.84,2821,36.34
3521,140.88,2809,36.34
3522,140.92,2794,36.34
3523,140.96,2776,36.34
3524,141,2756,36.34
3525,141.04,2733,36.34
3526,141.08,2715,36.34
3527,141.12,2695,36.34
3528,141.16,2672,36.34
3529,141.2,2650,36.34
3530,141.24,2631,36.34
3531,141.28,2613,36.34
3532,141.32,2596,36.34
3533,141.36,2581,36.34
3534,141.4,2566,36.34
3535,141.44,2552,36.34
3536,141.48,2533,36.34
3537,141.52,2518,36.34
3538,141.56,2505,36.34
3539,141.6,2489,36.34
3540,141.64,2473,36.34
3541,141.68,2463,36.34
3542,141.72,2451,36.34
3543,141.76,2439,36.34
3544,141.8,2432,36.34
3545,141.84,2425,36.34
3546,141.88,2422,36.34
3547,141.92,2420,36.34
3548,141.96,2417,36.34
3549,142,2414,36.34
3550,142.04,2415,36.34
3551,142.08,2414,36.34
3552,142.12,2413,36.34
3553,142.16,2416,36.34
3554,142.2,2421,36.34
3555,142.24,2429,36.34
3556,142.28,2437,36.34
3557,142.32,2444,36.34
3558,142.36,2451,36.34
3559,142.4,2456,36.34
3560,142.44,2460,36.34
3561,142.48,2466,36.34
3562,142.52,2475,36.34
3563,142.56,2486,36.34
3564,142.6,2495,36.34
3565,142.64,2501,36.34
3566,142.68,2508,36.34
3567,142.72,2521,36.34
3568,142.76,2534,36.34
3569,142.8,2544,36.34
3570,142.84,2552,36.34
3571,142.88,2558,36.34
3572,142.92,2559,36.34
3573,142.96,2562,36.34
3574,143,2569,36.34
3575,143.04,2574,36.34
3576,143.08,2574,36.34
3577,143.12,2571,36.34
3578,143.16,2569,36.34
3579,143.2,2567,36.34
3580,143.24,2564,36.34
3581,143.28,2560,36.34
3582,143.32,2560,36.34
3583,143.36,2559,36.34
3584,143.4,2553,36.34
3585,143.44,2548,36.34
3586,143.48,2548,36.34
3587,143.52,2549,36.34
3588,143.56,2554,36.34
3589,143.6,2565,36.34
3590,143.64,2573,36.34
3591,143.68,2578,36.34
3592,143.72,2584,36.34
3593,143.76,2593,36.34
3594,143.8,2602,36.34
3595,143.84,2613,36.34
3596,143.88,2623,36.34
3597,143.92,2634,36.34
3598,143.96,2647,36.34
3599,144,2665,36.34
3600,144.04,2680,36.34
3601,144.08,2691,36.34
3602,144.12,2698,36.34
3603,144.16,2707,36.34
3604,144.2,2716,36.34
3605,144.24,2724,36.34
3606,144.28,2731,36.34
3607,144.32,2737,36.34
3608,144.36,2742,36.34
3609,144.4,2744,36.34
3610,144.44,2745,36.34
3611,144.48,2748,36.34
3612,144.52,2755,36.34
3613,144.56,2763,36.34
3614,144.6,2769,36.34
3615,144.64,2771,36.34
3616,144.68,2779,36.34
3617,144.72,2796,36.34
3618,144.76,2812,36.34
3619,144.8,2823,36.34
3620,144.84,2833,36.34
3621,144.88,2848,36.34
3622,144.92,2866,36.34
3623,144.96,2884,36.34
3624,145,2899,36.34
3625,145.04,2912,36.34
3626,145.08,2926,36.34
3627,145.12,2943,36.34
3628,145.16,2957,36.34
3629,145.2,2969,36.34
3630,145.24,2980,36.34
3631,145.28,2995,36.34
3632,145.32,3006,36.34
3633,145.36,3011,36.34
3634,145.4,3014,36.34
3635,145.44,3020,36.34
3636,145.48,3036,36.34
3637,145.52,3053,36.34
3638,145.56,3067,36.34
3639,145.6,3078,36.34
3640,145.64,3086,36.34
3641,145.68,3102,36.34
3642,145.72,3120,36.34
3643,145.76,3140,36.34
3644,145.8,3163,36.34
3645,145.84,3188,36.34
3646,145.88,3213,36.34
3647,145.92,3245,36.34
3648,145.96,3274,36.34
3649,146,3301,36.34
3650,146.04,3329,36.34
3651,146.08,3355,36.34
3652,146.12,3381,36.34
3653,146.16,3403,36.34
3654,146.2,3433,36.34
3655,146.24,3467,36.34
3656,146.28,3497,36.34
3657,146.32,3524,36.34
3658,146.36,3552,36.34
3659,146.4,3579,36.34
3660,146.44,3605,36.34
3661,146.48,3632,36.34
3662,146.52,3660,36.34
3663,146.56,3687,36.34
3664,146.6,3713,36.34
3665,146.64,3730,36.34
3666,146.68,3751,36.34
3667,146.72,3775,36.34
3668,146.76,3798,36.34
3669,146.8,3815,36.34
3670,146.84,3834,36.34
3671,146.88,3852,36.35
3672,146.92,3864,36.34
3673,146.96,3870,36.34
3674,147,3874,36.34
3675,147.04,3886,36.34
3676,147.08,3897,36.34
3677,147.12,3915,36.34
3678,147.16,3932,36.35
3679,147.2,3951,36.34
3680,147.24,3975,36.34
3681,147.28,3999,36.34
3682,147.32,4027,36.34
3683,147.36,4063,36.34
3684,147.4,4099,36.35
3685,147.44,4131,36.35
3686,147.48,4162,36.34
3687,147.52,4199,36.34
3688,147.56,4244,36.35
3689,147.6,4283,36.35
3690,147.64,4309,36.35
3691,147.68,4338,36.34
3692,147.72,4371,36.35
3693,147.76,4397,36.34
3694,147.8,4415,36.35
3695,147.84,4425,36.34
3696,147.88,4435,36.35
3697,147.92,4444,36.34
3698,147.96,4447,36.35
3699,148,4447,36.34
3700,148.04,4441,36.35
3701,148.08,4430,36.34
3702,148.12,4422,36.34
3703,148.16,4408,36.34
3704,148.2,4392,36.35
3705,148.24,4378,36.35
3706,148.28,4366,36.35
3707,148.32,4360,36.34
3708,148.36,4363,36.35
3709,148.4,4367,36.34
3710,148.44,4365,36.35
3711,148.48,4367,36.35
3712,148.52,4381,36.35
3713,148.56,4400,36.35
3714,148.6,4417,36.35
3715,148.64,4424,36.35
3716,148.68,4432,36.35
3717,148.72,4447,36.35
3718,148.76,4463,36.35
3719,148.8,4480,36.36
3720,148.84,4502,36.35
3721,148.88,4521,36.35
3722,148.92,4535,36.35
3723,148.96,4549,36.35
3724,149,4566,36.36
3725,149.04,4582,36.37
3726,149.08,4595,36.36
3727,149.12,4606,36.35
3728,149.16,4618,36.36
3729,149.2,4632,36.36
3730,149.24,4640,36.36
3731,149.28,4643,36.36
3732,149.32,4645,36.36
3733,149.36,4651,36.36
3734,149.4,4658,36.36
3735,149.44,4667,36.37
3736,149.48,4674,36.36
3737,149.52,4675,36.37
3738,149.56,4680,36.37
3739,149.6,4692,36.35
3740,149.64,4693,36.36
3741,149.68,4693,36.36
3742,149.72,4692,36.37
3743,149.76,4692,36.36
3744,149.8,4698,36.35
3745,149.84,4702,36.35
3746,149.88,4705,36.36
3747,149.92,4710,36.35
3748,149.96,4717,36.35
3749,150,4723,36.36
3750,150.04,4728,36.38
3751,150.08,4727,36.36
3752,150.12,4728,36.36
3753,150.16,4733,36.37
3754,150.2,4742,36.37
3755,150.24,4749,36.37
3756,150.28,4753,36.37
3757,150.32,4757,36.37
3758,150.36,4758,36.36
3759,150.4,4761,36.37
3760,150.44,4760,36.38
3761,150.48,4753,36.38
3762,150.52,4751,36.37
3763,150.56,4757,36.36
3764,150.6,4763,36.39
3765,150.64,4764,36.38
3766,150.68,4763,36.37
3767,150.72,4762,36.4
3768,150.76,4767,36.39
3769,150.8,4775,36.37
3770,150.84,4782,36.38
3771,150.88,4788,36.38
3772,150.92,4802,36.38
3773,150.96,4818,36.38
3774,151,4827,36.39
3775,151.04,4833,36.39
3776,151.08,4845,36.39
3777,151.12,4867,36.39
3778,151.16,4890,36.38
3779,151.2,4904,36.4
3780,151.24,4918,36.39
3781,151.28,4939,36.38
3782,151.32,4960,36.4
3783,151.36,4984,36.39
3784,151.4,5009,36.39
3785,151.44,5027,36.41
3786,151.48,5043,36.41
3787,151.52,5062,36.39
3788,151.56,5081,36.4
3789,151.6,5095,36.4
3790,151.64,5103,36.39
3791,151.68,5110,36.38
3792,151.72,5113,36.39
3793,151.76,5113,36.4
3794,151.8,5115,36.4
3795,151.84,5122,36.41
3796,151.88,5125,36.39
3797,151.92,5124,36.39
3798,151.96,5120,36.42
3799,152,5111,36.41
3800,152.04,5100,36.4
3801,152.08,5093,36.42
3802,152.12,5092,36.41
3803,152.16,5094,36.4
3804,152.2,5095,36.41
3805,152.24,5098,36.4
3806,152.28,5101,36.41
3807,152.32,5102,36.4
3808,152.36,5102,36.41
3809,152.4,5104,36.4
3810,152.44,5106,36.4
3811,152.48,5115,36.42
3812,152.52,5136,36.42
3813,152.56,5163,36.41
3814,152.6,5187,36.43
3815,152.64,5206,36.43
3816,152.68,5229,36.42
3817,152.72,5260,36.42
3818,152.76,5296,36.43
3819,152.8,5331,36.44
3820,152.84,5359,36.43
3821,152.88,5384,36.43
3822,152.92,5414,36.43
3823,152.96,5447,36.42
3824,153,5474,36.44
3825,153.04,5492,36.42
3826,153.08,5505,36.43
3827,153.12,5517,36.42
3828,153.16,5526,36.44
3829,153.2,5524,36.43
3830,153.24,5514,36.44
3831,153.28,5500,36.43
3832,153.32,5487,36.44
3833,153.36,5470,36.44
3834,153.4,5447,36.44
3835,153.44,5418,36.43
3836,153.48,5393,36.44
3837,153.52,5377,36.43
3838,153.56,5364,36.45
3839,153.6,5346,36.45
3840,153.64,5326,36.44
3841,153.68,5308,36.44
3842,153.72,5295,36.43
3843,153.76,5283,36.43
3844,153.8,5275,36.43
3845,153.84,5272,36.43
3846,153.88,5276,36.45
3847,153.92,5284,36.45
3848,153.96,5299,36.43
3849,154,5323,36.45
3850,154.04,5350,36.45
3851,154.08,5375,36.44
3852,154.12,5402,36.45
3853,154.16,5429,36.45
3854,154.2,5464,36.45
3855,154.24,5501,36.44
3856,154.28,5538,36.45
3857,154.32,5575,36.45
3858,154.36,5616,36.44
3859,154.4,5661,36.45
3860,154.44,5703,36.45
3861,154.48,5738,36.44
3862,154.52,5771,36.46
3863,154.56,5808,36.44
3864,154.6,5835,36.46
3865,154.64,5851,36.46
3866,154.68,5868,36.45
3867,154.72,5884,36.46
3868,154.76,5896,36.47
3869,154.8,5896,36.47
3870,154.84,5884,36.46
3871,154.88,5873,36.48
3872,154.92,5863,36.48
3873,154.96,5847,36.47
3874,155,5824,36.47
3875,155.04,5795,36.47
3876,155.08,5769,36.46
3877,155.12,5743,36.45
3878,155.16,5711,36.48
3879,155.2,5679,36.47
3880,155.24,5650,36.47
3881,155.28,5626,36.48
3882,155.32,5608,36.49
3883,155.36,5588,36.47
3884,155.4,5566,36.48
3885,155.44,5547,36.48
3886,155.48,5538,36.48
3887,155.52,5539,36.48
3888,155.56,5543,36.48
3889,155.6,5540,36.47
3890,155.64,5531,36.48
3891,155.68,5526,36.49
3892,155.72,5530,36.49
3893,155.76,5534,36.48
3894,155.8,5536,36.49
3895,155.84,5536,36.48
3896,155.88,5535,36.48
3897,155.92,5531,36.48
3898,155.96,5530,36.48
3899,156,5535,36.48
3900,156.04,5543,36.48
3901,156.08,5548,36.47
3902,156.12,5551,36.48
3903,156.16,5552,36.49
3904,156.2,5559,36.47
3905,156.24,5568,36.49
3906,156.28,5576,36.48
3907,156.32,5584,36.49
3908,156.36,5590,36.48
3909,156.4,5597,36.49
3910,156.44,5610,36.48
3911,156.48,5624,36.49
3912,156.52,5635,36.49
3913,156.56,5655,36.49
3914,156.6,5675,36.48
3915,156.64,5682,36.49
3916,156.68,5678,36.49
3917,156.72,5676,36.48
3918,156.76,5684,36.48
3919,156.8,5700,36.49
3920,156.84,5705,36.49
3921,156.88,5706,36.49
3922,156.92,5712,36.49
3923,156.96,5720,36.49
3924,157,5722,36.49
3925,157.04,5718,36.49
3926,157.08,5716,36.49
3927,157.12,5714,36.49
3928,157.16,5707,36.49
3929,157.2,5696,36.49
3930,157.24,5691,36.49
3931,157.28,5696,36.49
3932,157.32,5704,36.49
3933,157.36,5711,36.49
3934,157.4,5709,36.49
3935,157.44,5707,36.49
3936,157.48,5708,36.49
3937,157.52,5709,36.49
3938,157.56,5717,36.49
3939,157.6,5727,36.49
3940,157.64,5728,36.49
3941,157.68,5726,36.49
3942,157.72,5723,36.49
3943,157.76,5721,36.49
3944,157.8,5719,36.49
3945,157.84,5720,36.49
3946,157.88,5731,36.49
3947,157.92,5739,36.49
3948,157.96,5739,36.49
3949,158,5736,36.49
3950,158.04,5738,36.49
3951,158.08,5743,36.49
3952,158.12,5743,36.49
3953,158.16,5742,36.49
3954,158.2,5745,36.49
3955,158.24,5749,36.49
3956,158.28,5753,36.49
3957,158.32,5754,36.49
3958,158.36,5750,36.49
3959,158.4,5745,36.49
3960,158.44,5744,36.49
3961,158.48,5740,36.49
3962,158.52,5733,36.49
3963,158.56,5737,36.49
3964,158.6,5739,36.49
3965,158.64,5729,36.49
3966,158.68,5716,36.49
3967,158.72,5708,36.49
3968,158.76,5708,36.49
3969,158.8,5710,36.49
3970,158.84,5713,36.49
3971,158.88,5709,36.49
3972,158.92,5701,36.49
3973,158.96,5699,36.49
3974,159,5700,36.49
3975,159.04,5698,36.49
3976,159.08,5695,36.49
3977,159.12,5692,36.49
3978,159.16,5687,36.49
3979,159.2,5679,36.49
3980,159.24,5670,36.49
3981,159.28,5664,36.49
3982,159.32,5660,36.49
3983,159.36,5657,36.49
3984,159.4,5655,36.49
3985,159.44,5649,36.49
3986,159.48,5646,36.49
3987,159.52,5641,36.49
3988,159.56,5638,36.49
3989,159.6,5630,36.49
3990,159.64,5621,36.49
3991,159.68,5615,36.49
3992,159.72,5612,36.49
3993,159.76,5607,36.49
3994,159.8,5597,36.49
3995,159.84,5589,36.49
3996,159.88,5588,36.49
3997,159.92,5589,36.49
3998,159.96,5586,36.49
3999,160,5581,36.49
4000,160.04,5578,36.49
4001,160.08,5573,36.49
4002,160.12,5563,36.49
4003,160.16,5550,36.49
4004,160.2,5541,36.49
4005,160.24,5539,36.49
4006,160.28,5536,36.49
4007,160.32,5532,36.49
4008,160.36,5530,36.49
4009,160.4,5520,36.49
4010,160.44,5511,36.49
4011,160.48,5499,36.49
4012,160.52,5489,36.49
4013,160.56,5480,36.49
4014,160.6,5461,36.49
4015,160.64,5439,36.49
4016,160.68,5426,36.49
4017,160.72,5418,36.49
4018,160.76,5411,36.49
4019,160.8,5399,36.49
4020,160.84,5387,36.49
4021,160.88,5376,36.49
4022,160.92,5361,36.49
4023,160.96,5339,36.49
4024,161,5315,36.49
4025,161.04,5297,36.49
4026,161.08,5279,36.49
4027,161.12,5261,36.49
4028,161.16,5241,36.49
4029,161.2,5219,36.49
4030,161.24,5195,36.49
4031,161.28,5172,36.49
4032,161.32,5146,36.49
4033,161.36,5120,36.49
4034,161.4,5093,36.49
4035,161.44,5070,36.49
4036,161.48,5048,36.49
4037,161.52,5027,36.49
4038,161.56,5010,36.49
4039,161.6,4984,36.49
4040,161.64,4947,36.49
4041,161.68,4916,36.49
4042,161.72,4898,36.49
4043,161.76,4879,36.49
4044,161.8,4857,36.49
4045,161.84,4836,36.49
4046,161.88,4818,36.49
4047,161.92,4800,36.49
4048,161.96,4774,36.49
4049,162,4749,36.49
4050,162.04,4732,36.49
4051,162.08,4718,36.49
4052,162.12,4704,36.49
4053,162.16,4684,36.49
4054,162.2,4666,36.49
4055,162.24,4650,36.49
4056,162.28,4636,36.49
4057,162.32,4621,36.49
4058,162.36,4610,36.49
4059,162.4,4599,36.49
4060,162.44,4585,36.49
4061,162.48,4571,36.49
4062,162.52,4566,36.49
4063,162.56,4562,36.49
4064,162.6,4547,36.49
4065,162.64,4527,36.49
4066,162.68,4511,36.49
4067,162.72,4499,36.49
4068,162.76,4487,36.49
4069,162.8,4475,36.49
4070,162.84,4463,36.49
4071,162.88,4451,36.49
4072,162.92,4442,36.49
4073,162.96,4432,36.49
4074,163,4427,36.49
4075,163.04,4430,36.49
4076,163.08,4430,36.49
4077,163.12,4426,36.49
4078,163.16,4423,36.49
4079,163.2,4434,36.49
4080,163.24,4457,36.49
4081,163.28,4492,36.49
4082,163.32,4553,36.49
4083,163.36,4640,36.49
4084,163.4,4767,36.49
4085,163.44,4942,36.49
4086,163.48,5175,36.49
4087,163.52,5468,36.49
4088,163.56,5831,36.49
4089,163.6,6262,36.49
